A-Maelstrom Muse		ur
A-Manticore		b
A-Masked Bandits	brg	brg
A-Master of Winds		u
A-Mentor's Guidance		u
A-Meria's Outrider		r
A-Metropolis Angel		wu
A-Midnight Assassin		b
A-Mightstone's Animation		u
A-Minsc // Boo, Timeless Heroes		rg
A-Mischievous Catgeist		u
A-Mischievous Catgeist // A-Catlike Curiosity		u
A-Mishra, Excavation Prodigy	r	r
A-Moon-Circuit Hacker		u
A-Moss-Pit Skeleton		bg
A-Most Wanted		g
A-Mr. Orfeo, the Boulder		brg
A-Nadu, Winged Wisdom		ug
A-Nael, Avizoa Aeronaut		ug
A-Nahiri, Heir of the Ancients		wr
A-Narfi, Betrayer King		ub
A-Nashi, Moon Sage's Scion		b
A-Navigation Orb		
A-Nezumi Prowler		b
A-Ocelot Pride		w
A-Ochre Jelly		g
A-Ominous Parcel		
A-Oran-Rief Ooze		g
A-Orcish Bowmasters		b
A-Paragon of Modernity		
A-Patrician Geist		u
A-Peerless Samurai		r
A-Phantom Carriage		u
A-Phylath, World Sculptor		rg
A-Plate Armor		w
A-Precipitous Drop		b
A-Prosperous Thief		u
A-Pseudodragon Familiar		u
A-Psionic Snoop		u
A-Public Enemy		u
A-Pyre-Sledge Arsonist		r
A-Queza, Augur of Agonies		wub
A-Radha's Firebrand		r
A-Radha, Coalition Warlord		rg
A-Raiyuu, Storm's Edge		wr
A-Rakish Revelers	wrg	wrg
A-Ready to Rumble		r
A-Return Upon the Tide		b
A-Revel Ruiner		b
A-Riveteers Initiate		brg
A-Rockslide Sorcerer		r
A-Rowan, Scholar of Sparks		ur
A-Rowan, Scholar of Sparks // A-Will, Scholar of Frost		ur
A-Rulik Mons, Warren Chief		rg
A-Saheeli, Filigree Master		ur
A-Sand Augury		u
A-Sand Augury // A-Young Blue Dragon		u
A-Satoru Umezawa		ub
A-Scout the Wilderness		wg
A-Security Rhox		rg
A-Sepulcher Ghoul		b
A-Sewer Crocodile		u
A-Shattered Seraph	wub	wub
A-Shessra, Death's Whisper		bg
A-Shipwreck Sifters		u
A-Sigardian Paladin		wg
A-Sigil of Myrkul		b
A-Silver-Fur Master		ub
A-Sizzling Soloist		r
A-Skemfar Avenger		b
A-Skemfar Elderhall	g	bg
A-Skull Skaab		ub
A-Skyclave Shadowcat		b
A-Social Climber		g
A-Sorcerer Class	ur	ur
A-Sorin, Imperious Bloodlord		b
A-Soul of Windgrace		brg
A-Spara's Adjudicators	wug	wug
A-Speakeasy Server		w
A-Spectral Binding		u
A-Spectral Binding // A-Binding Geist		u
A-Spell Satchel	c	
A-Split the Spoils		g
A-Splitting the Powerstone		u
A-Sprouting Goblin		rg
A-Steadfast Unicorn		w
A-Stimulus Package		rg
A-Stitched Assistant		u
A-Sunbathing Rootwalla		g
A-Symmetry Sage		u
A-Syndicate Infiltrator		ub
A-Tanazir Quandrix		ug
A-Tatyova, Steward of Tides		ug
A-Teferi, Time Raveler		wu
A-Tenured Inkcaster		b
A-The One Ring		
A-Thornmantle Striker		b
A-Thousand-Faced Shadow		u
A-Thran Portal		
A-Thran Spider		
A-Tome Shredder		r
A-Town	wubrgc	
A-Triumphant Adventurer		wb
A-Tyr's Blessing		w
A-Tyr's Blessing // A-Blessed Hippogriff		w
A-Tyvar Kell	b	g
A-Umara Mystic		ur
A-Urza's Command		u
A-Urza, Powerstone Prodigy		u
A-Uurg, Spawn of Turg		bg
A-Vampire Scrivener		b
A-Vega, the Watcher		wu
A-Visions of Phyrexia		r
A-Vivi Ornitier	ur	ur
A-Warm Welcome		g
A-Will, Scholar of Frost		ur
A-Will, Scholar of Frost // A-Rowan, Scholar of Sparks		ur
A-Winota, Joiner of Forces		wr
A-Wizard Class		u
A-You Come to a River		u
A-Young Blue Dragon		u
A-Young Blue Dragon // A-Sand Augury		u
A-Young Red Dragon		r
A-Young Red Dragon // A-Bathe in Gold		r
A-Zar Ojanen, Scion of Efrava		wg
A.I.M. Bot		u
A.I.M. Labs	ub	
A.I.M. Scientists		u
A.I.M. Synthoids		
AWOL		w
Aang and Katara		wug
Aang and La, Ocean's Fury		wu
Aang and La, Ocean's Fury // Aang, Swift Savior		wu
Aang's Defense		w
Aang's Iceberg		w
Aang's Journey		
Aang, A Lot to Learn		wg
Aang, Air Nomad		w
Aang, Airbending Master		w
Aang, Destined Savior		wug
Aang, Destined Savior // Aang, at the Crossroads		wug
Aang, Master of Elements		wubrg
Aang, Master of Elements // Avatar Aang		wubrg
Aang, Swift Savior		wu
Aang, Swift Savior // Aang and La, Ocean's Fury		wu
Aang, at the Crossroads		wug
Aang, at the Crossroads // Aang, Destined Savior		wug
Aang, the Last Airbender		w
Aarakocra Sneak		u
Aardvark Sloth		w
Aardwolf's Advantage		r
Aatchik, Emerald Radian		bg
Abaddon the Despoiler		ubr
Abandon Attachments		ur
Abandon Hope		b
Abandon Reason		r
Abandon the Post		r
Abandoned Air Temple	w	w
Abandoned Campground	wu	
Abandoned Outpost	wubrg	
Abandoned Sarcophagus		
Abattoir Ghoul		b
Abbey Gargoyles		w
Abbey Griffin		w
Abbey Matron		w
Abbot of Keral Keep		r
Abbot of the Sacred Meeple		w
Abby, Merciless Soldier		rg
Abdel Adrian, Gorion's Ward		w
Abduction		u
Aberrant		g
Aberrant Manawurm		g
Aberrant Mind Sorcerer		u
Aberrant Researcher		u
Aberrant Researcher // Perfected Form		u
Aberrant Return		b
Abeyance		w
Abhorrent Oculus		u
Abhorrent Overlord		b
Abian, Luvion Usurper		rg
Abiding Grace		w
Abigale, Eloquent First-Year		wb
Abigale, Poet Laureate		wb
Abigale, Poet Laureate // Heroic Stanza		wb
Abjure		u
Abnormal Endurance		b
Aboleth Spawn		u
Abolish		w
Abolisher of Bloodlines		b
Abolisher of Bloodlines // Voldaren Pariah		b
Abominable Treefolk		ug
Abomination		b
Abomination of Gudul		ubg
Abomination of Llanowar		bg
Abomination, Irradiated Brute		g
Abomination, Terrifying Titan		rg
Abomination, World Ravager		r
Aboroth		g
Aboshan's Desire		u
Aboshan, Cephalid Emperor		u
About Face		r
Abrade		r
Abraded Bluffs	wr	
Abrupt Decay		bg
Absolute Grace		w
Absolute Law		w
Absolute Virtue		wu
Absolver Thrull		w
Absolving Lammasu		w
Absorb		wu
Absorb Energy		u
Absorb Essence		wb
Absorb Essence // Purging Stormbrood		wb
Absorb Identity		u
Absorb Vis		b
Absorbing Man		ug
Absorbing Man and Titania		rg
Abstergo Entertainment	wubrgc	
Abstract Iguanart		r
Abstract Paintmage	ur	ur
Abstract Performance		u
Abstruse Appropriation		wb
Abstruse Archaic		
Abstruse Interference	c	u
Abu Ja'far		w
Abuelo's Awakening		w
Abuelo, Ancestral Echo		wu
Abuna Acolyte		w
Abuna's Chant		w
Abundance		g
Abundant Countryside	wubrgc	
Abundant Growth	wubrg	g
Abundant Harvest		g
Abundant Maw		b
Abyssal Gatekeeper		b
Abyssal Gorestalker		b
Abyssal Harvester		b
Abyssal Horror		b
Abyssal Hunter		b
Abyssal Nightstalker		b
Abyssal Nocturnus		b
Abyssal Persecutor		b
Abyssal Specter		b
Abzan Advantage		w
Abzan Ascendancy		wbg
Abzan Banner	wbg	wbg
Abzan Battle Priest		w
Abzan Beastmaster		g
Abzan Charm		wbg
Abzan Devotee	wbg	b
Abzan Falconer		w
Abzan Guide		wbg
Abzan Kin-Guard		g
Abzan Monument		wbg
Abzan Runemark		w
Abzan Skycaptain		w
Academic Dispute		r
Academic Probation		w
Academy Drake		u
Academy Elite		u
Academy Journeymage		u
Academy Loremaster		u
Academy Manufactor		
Academy Raider		r
Academy Rector		w
Academy Researchers		u
Academy Ruins	c	u
Academy Wall		u
Academy at Tolaria West		
Accelerate		r
Accelerated Evolution		g
Accelerated Mutation		g
Acceptable Losses		r
Access Denied		u
Access Maze		b
Access Maze // Cramped Vents		b
Access Tunnel	c	
Accessories to Murder		
Accident-Prone Apprentice		ur
Accident-Prone Apprentice // Amphibian Accident		ur
Acclaimed Contender		w
Accomplished Alchemist	wubrg	g
Accomplished Automaton		
Accorder Paladin		w
Accorder's Shield		
Accumulate Wisdom		u
Accumulated Knowledge		u
Accursed Centaur		b
Accursed Duneyard	c	
Accursed Horde		b
Accursed Marauder		b
Accursed Spirit		b
Accursed Witch		b
Accursed Witch // Infectious Curse		b
Ace Flockbringer		wu
Ace's Baseball Bat		
Ace, Fearless Rebel		g
Acererak the Archlich		b
Achilles Davenport		ub
Acid Rain		u
Acid Web Spider		g
Acid-Spewer Dragon		b
Acidic Dagger		
Acidic Slime		g
Acidic Sliver		br
Acidic Soil		r
Aclazotz, Deepest Betrayal	b	b
Aclazotz, Deepest Betrayal // Temple of the Dead	b	b
Acolyte Hybrid		r
Acolyte of Aclazotz		b
Acolyte of Affliction		bg
Acolyte of Bahamut		g
Acolyte of Xathrid		b
Acolyte of the Inferno		r
Acolyte's Reward		w
Acorn Catapult		
Acorn Harvest		g
Acornelia, Fashionable Filcher		bg
Acquire		u
Acquired Mutation		r
Acquisition Octopus		u
Acquisitions Expert		b
Acridian		g
Acrobatic Cheerleader		w
Acrobatic Leap		w
Acrobatic Maneuver		w
Across the Multiverse		r
Act of Aggression		r
Act of Authority		w
Act of Heroism		w
Act of Treason		r
Act on Impulse		r
Action News Crew		w
Activated Sleeper		b
Active Volcano		r
Ad Nauseam		b
Adagia, Windswept Bastion	w	w
Adamant Will		w
Adamaro, First to Desire		r
Adanto Vanguard		w
Adanto, the First Fort	w	w
Adanto, the First Fort // Legion's Landing	w	w
Adaptive Armorer		w
Adaptive Automaton		
Adaptive Gemguard		w
Adaptive Omnitool		
Adaptive Shimmerer		
Adaptive Snapjaw		g
Adaptive Sporesinger		g
Adaptive Training Post		u
Adarkar Sentinel		
Adarkar Unicorn	uc	w
Adarkar Valkyrie		w
Adarkar Wastes	wuc	
Adarkar Windform		u
Adder-Staff Boggart		r
Additive Evolution		g
Addle		b
Adelbert Steiner		w
Adeline, Resplendent Cathar		w
Adeliz, the Cinder Wind		ur
Adept Watershaper		w
Adherent of Hope		w
Adherent's Heirloom	wubrg	
Adipose Offspring		w
Admiral Beckett Brass		ubr
Admiral Brass, Unsinkable		ubr
Admiral's Order		u
Admonition Angel		w
Adorable Kitten		w
Adorned Crocodile		b
Adorned Pouncer		w
Adrenaline Jockey		r
Adrestia		
Adriana's Valor		w
Adriana, Captain of the Guard		wr
Adric, Mathematical Genius		u
Adrix and Nev, Twincasters		ug
Adult Gold Dragon		wr
Adun Oakenshield		brg
Advance Scout		w
Advanced Floral Invocations		bg
Advanced Hoverguard		u
Advanced Reconstruction		r
Advanced Stitchwing		u
Advanced Tactics		r
Advancing the Spirit		g
Advantageous Proclamation		
Advent of the Wurm		wg
Adventure Awaits		g
Adventurer Beguiler		u
Adventurer's Airship		
Adventurer's Inn	c	
Adventurers' Guildhouse		
Adventuring Gear		
Adventurous Eater		b
Adventurous Eater // Have a Bite		b
Adventurous Impulse		g
Adverse Conditions	c	u
Advice from the Fae		u
Advocate of the Beast		g
Adéwalé, Breaker of Chains		ub
Aegar, the Freezing Flame		ur
Aegis Angel		w
Aegis Automaton		w
Aegis Sculptor		u
Aegis Turtle		u
Aegis of Honor		w
Aegis of the Gods		w
Aegis of the Heavens		w
Aegis of the Legion		wr
Aegis of the Meek		
Aeolipile		
Aeon Chronicler		u
Aeon Engine		
Aerathi Berserker		r
Aerial Assault		w
Aerial Boost		w
Aerial Caravan		u
Aerial Doombot		u
Aerial Engineer		wu
Aerial Extortionist		w
Aerial Formation		u
Aerial Guide		u
Aerial Maneuver		w
Aerial Modification		w
Aerial Predation		g
Aerial Responder		w
Aerial Surveyor		w
Aerial Toastmaster		w
Aerial Volley		g
Aerialephant		w
Aerie Auxiliary		w
Aerie Bowmasters		g
Aerie Mystics		wug
Aerie Ouphes		g
Aerie Worshippers		u
Aerith Gainsborough		w
Aerith Rescue Mission		w
Aerith, Last Ancient		wg
Aeromoeba		u
Aeromunculus		ug
Aeronaut Admiral		w
Aeronaut Cavalry		w
Aeronaut Tinkerer		u
Aeronaut's Wings		
Aesi, Tyrant of Gyre Strait		ug
Aesthetic Consultation		b
Aesthir Glider		
Aether Adept		u
Aether Barrier		u
Aether Burst		u
Aether Channeler		u
Aether Charge		r
Aether Chaser		r
Aether Figment		u
Aether Flash		r
Aether Gale		u
Aether Gust		u
Aether Helix		ug
Aether Herder		g
Aether Hub	wubrgc	
Aether Inspector		w
Aether Meltdown		u
Aether Membrane		r
Aether Mutation		ug
Aether Poisoner		b
Aether Refinery		r
Aether Revolt		r
Aether Rift		rg
Aether Searcher		
Aether Shockwave		w
Aether Snap		b
Aether Spellbomb		u
Aether Spike		u
Aether Sting		r
Aether Storm		u
Aether Swooper		u
Aether Syphon		u
Aether Theorist		u
Aether Tide		u
Aether Tradewinds		u
Aether Tunnel		u
Aether Vial		
Aether Web		g
Aetherblade Agent		ub
Aetherblade Agent // Gitaxian Mindstinger		ub
Aetherborn Marauder		b
Aetherflame Wall		r
Aetherflux Car		
Aetherflux Conduit		
Aetherflux Reservoir		
Aethergeode Miner		w
Aetheric Amplifier	wubrg	
Aetherize		u
Aetherjacket		
Aetherling		u
Aethermage's Touch		wu
Aetherplasm		u
Aethershield Artificer		w
Aethersnatch		u
Aethersnipe		u
Aethersphere Harvester		
Aetherspouts		u
Aethersquall Ancient		u
Aetherstorm Roc		w
Aetherstream Leopard		g
Aethertide Whale		u
Aethertorch Renegade		r
Aethertow		wu
Aetherwind Basker		g
Aetherwing, Golden-Scale Flagship		ur
Aetherwing, Golden-Scale Flagship // Invasion of Kaladesh		ur
Aetherworks Marvel		
Aettir and Priwen		
Aeve, Progenitor Ooze		g
Affa Guard Hound		w
Affa Protector		w
Affectionate Indrik		g
Afflict		b
Afflicted Deserter		r
Afflicted Deserter // Werewolf Ransacker		r
Afiya Grove		g
Afterburner Expert		g
Afterlife		w
Afterlife Insurance		wb
Afterlife from the Loam		b
Aftermath Analyst		g
Aftershock		r
Agadeem Occultist		b
Agadeem's Awakening	b	b
Agadeem's Awakening // Agadeem, the Undercrypt	b	b
Agadeem, the Undercrypt	b	b
Agadeem, the Undercrypt // Agadeem's Awakening	b	b
Against All Odds		w
Agate Assault		r
Agate Instigator		r
Agate-Blade Assassin		b
Agatha of the Vile Cauldron		rg
Agatha's Champion		g
Agatha's Soul Cauldron		
Age of Ultron		b
Age-Graced Chapel	wb	wb
Age-Graced Chapel // Glasswing Grace	wb	wb
Ageless Entity		g
Ageless Guardian		w
Ageless Sentinels		w
Agency Coroner		b
Agency Outfitter		u
Agent 13, Sharon Carter		w
Agent Bishop, Man in Black		w
Agent Frank Horrigan		bg
Agent Maria Hill		w
Agent Phil Coulson		w
Agent Venom		b
Agent of Acquisitions		
Agent of Atlas		w
Agent of Erebos		b
Agent of Horizons		ug
Agent of Kotis		u
Agent of Masks		wb
Agent of Raffine		u
Agent of Shauku		b
Agent of Stromgald	b	r
Agent of Treachery		u
Agent of the Fates		b
Agent of the Iron Throne		b
Agent of the Shadow Thieves		b
Agent's Toolkit		ug
Agents of HYDRA		b
Agents of S.H.I.E.L.D.		w
Aggravate		r
Aggravated Assault		r
Aggression		r
Aggressive Biomancy		ug
Aggressive Crag	wr	
Aggressive Detective		r
Aggressive Instinct		g
Aggressive Mammoth		g
Aggressive Mining		r
Aggressive Negotiations		b
Aggressive Sabotage		br
Aggressive Urge		g
Agility		r
Agility Bobblehead	wubrg	
Agitator Ant		r
Agna Qel'a	u	u
Ago		u
Ago // Chic		u
Agonasaur Rex		g
Agonizing Demise		br
Agonizing Memories		b
Agonizing Remorse		b
Agonizing Syphon		b
Agony Warp		ub
Agoraphobia		u
Agoraphobic Phyrexian		w
Agrus Kos, Eternal Soldier		wr
Agrus Kos, Spirit of Justice		wr
Agrus Kos, Wojek Veteran		wr
Agyrem		
Ahn-Crop Champion		wg
Ahn-Crop Crasher		r
Ahn-Crop Invader		r
Ahriman		b
Aid from the Cowl		g
Aid the Fallen		b
Aim High		g
Aim for the Head		b
Ainok Artillerist		g
Ainok Bond-Kin		w
Ainok Guide		g
Ainok Strike Leader		w
Ainok Survivalist		g
Ainok Tracker		r
Ainok Wayfarer		g
Air Bladder		u
Air Elemental		u
Air Marshal		u
Air Nomad Legacy		wu
Air Nomad Student		w
Air Response Unit		w
Air Servant		u
Air-Cult Elemental		u
Airbender Ascension		w
Airbender's Reversal		w
Airbending Lesson		w
Airborne Aid		u
Airdrop Aeronauts		w
Airdrop Condor		r
Airlift Chaplain		w
Airship Crash		g
Airship Engine Room	ur	
Airtight Alibi		g
Aisha of Sparks and Smoke		wr
Aisling Leprechaun		g
Ajani Fells the Godsire		w
Ajani Goldmane		w
Ajani Resolute		w
Ajani Steadfast		w
Ajani Unrelenting		r
Ajani Unyielding		wg
Ajani Vengeant		wr
Ajani's Aid		wg
Ajani's Chosen		w
Ajani's Comrade		g
Ajani's Influence		w
Ajani's Last Stand		w
Ajani's Mantra		w
Ajani's Presence		w
Ajani's Pridemate		w
Ajani's Response		w
Ajani's Sunstriker		w
Ajani's Welcome		w
Ajani, Adversary of Tyrants		w
Ajani, Caller of the Pride		w
Ajani, Inspiring Leader		w
Ajani, Mentor of Heroes		wg
Ajani, Nacatl Avenger		w
Ajani, Nacatl Avenger // Ajani, Nacatl Pariah		w
Ajani, Nacatl Pariah		w
Ajani, Nacatl Pariah // Ajani, Nacatl Avenger		w
Ajani, Outland Chaperone		w
Ajani, Sleeper Agent		wg
Ajani, Strength of the Pride		w
Ajani, Valiant Protector		wg
Ajani, Wise Counselor		w
Ajani, the Greathearted		wg
Akal Pakal, First Among Equals		u
Akawalli, the Seething Tower		bg
Akim, the Soaring Wind		wur
Akiri, Fearless Voyager		wr
Akiri, Line-Slinger		wr
Akki Avalanchers		r
Akki Battle Squad		r
Akki Blizzard-Herder		r
Akki Coalflinger		r
Akki Drillmaster		r
Akki Ember-Keeper		r
Akki Lavarunner		r
Akki Lavarunner // Tok-Tok, Volcano Born		r
Akki Raider		r
Akki Rockspeaker	r	r
Akki Ronin		r
Akki Scrapchomper		r
Akki Underling		r
Akki Underminer		r
Akki War Paint		r
Akoum		
Akoum Battlesinger		r
Akoum Boulderfoot		r
Akoum Firebird		r
Akoum Flameseeker		r
Akoum Hellhound		r
Akoum Hellkite		r
Akoum Refuge	br	
Akoum Stonewaker		r
Akoum Teeth	r	r
Akoum Teeth // Akoum Warrior	r	r
Akoum Warrior	r	r
Akoum Warrior // Akoum Teeth	r	r
Akrasan Squire		w
Akroan Conscriptor		r
Akroan Crusader		r
Akroan Hoplite		wr
Akroan Horse		
Akroan Jailer		w
Akroan Line Breaker		r
Akroan Mastiff		w
Akroan Phalanx		wr
Akroan Sergeant		r
Akroan Skyguard		w
Akroma's Blessing		w
Akroma's Devoted		w
Akroma's Memorial		
Akroma's Vengeance		w
Akroma's Will		w
Akroma, Angel of Fury		r
Akroma, Angel of Wrath		w
Akroma, Angel of Wrath Avatar		
Akroma, Vision of Ixidor		w
Akron Legionnaire		w
Aku Djinn		b
Akul the Unrepentant		br
Akuta, Born of Ash		b
Al Bhed Salvagers		b
Al-abara's Carpet		
Alabaster Dragon		w
Alabaster Host Intercessor		w
Alabaster Host Sanctifier		w
Alabaster Kirin		w
Alabaster Leech		w
Alabaster Mage		w
Alabaster Potion		w
Alabaster Wall		w
Alaborn Cavalier		w
Alaborn Grenadier		w
Alaborn Musketeer		w
Alaborn Trooper		w
Alaborn Veteran		w
Alaborn Zealot		w
Alacrian Armory		w
Alacrian Jaguar		g
Aladdin		r
Aladdin's Lamp		
Aladdin's Ring		
Alandra, Sky Dreamer		u
Alania's Pathmaker		r
Alania, Divergent Storm		ur
Alarum		w
Alaundo the Seer		ug
Alberix, the Trade Planet		u
Albino Troll		g
Albiorix, Goose Tyrant		ug
Albiorix, Goose Tyrant // Wild Goose Chase		ug
Alchemax Slayer-Bots		u
Alchemist's Apprentice		u
Alchemist's Assistant		b
Alchemist's Gambit		ur
Alchemist's Gift		b
Alchemist's Greeting		r
Alchemist's Refuge	c	ug
Alchemist's Retrieval		u
Alchemist's Talent	wubrg	r
Alchemist's Vial		
Alchor's Tomb		
Aleatory		r
Alela, Artful Provocateur		wub
Alela, Cunning Conqueror		ub
Alena, Kessig Trapper	r	r
Alert Heedbonder		wg
Alert Shu Infantry		w
Alesha's Legacy		b
Alesha's Vanguard		b
Alesha, Who Laughs at Fate		br
Alesha, Who Smiles at Death		wbr
Alex Wilder, Runaway		r
Alexander Clamilton		ur
Alexi's Cloak		u
Alexi, Zephyr Mage		u
Alexios, Deimos of Kosmos		r
Algae Gharial		g
Algorithmic Ferocity		g
Alhammarret's Archive		
Alhammarret, High Arbiter		u
Alharu, Solemn Ritualist		w
Ali Baba		r
Ali from Cairo		r
Aliban's Tower		r
Alibou, Ancient Witness		wr
Alicia Masters, Skilled Sculptor		r
Alien Invasion		rg
Alien Symbiosis		b
Aligned Heart		w
Aligned Hedron Network		
Alirios, Enraptured		u
Alisaie Leveilleur		w
Alistair, the Brigadier		wug
Alive		wg
Alive // Well		wg
All Aboard		u
All Aboard // Skycoach Conductor		u
All Hallow's Eve		b
All Is Dust		
All Shall Smolder in My Wake		
All Suns' Dawn		g
All That Glitters		w
All Will Be One		r
All in Good Time		
All of History, All at Once		u
All-Fates Scroll	wubrg	
All-Fates Stalker		w
All-Out Assault		wbr
All-Seeing Arbiter		u
All-Star Kicker		r
All-You-Can-Eat Buffet		g
Allay		w
Alley Assailant		b
Alley Evasion		w
Alley Grifters		b
Alley Strangler		b
Alliance of Arms		w
Allied Assault		w
Allied Reinforcements		w
Allied Strategies		u
Allied Teamwork		w
Allies at Last		g
Allosaurus Rider		g
Allosaurus Shepherd		g
Alloy Animist		g
Alloy Golem		
Alloy Myr	wubrg	
Allure of Power		b
Allure of Power // My Precious		b
Allure of the Unknown		br
Alluring Scent		g
Alluring Siren		u
Alluring Suitor	r	r
Alluring Suitor // Deadly Dancer	r	r
Ally Encampment	wubrgc	
Almighty Brushwagg		g
Almost Perfect		wg
Alms		w
Alms Beast		wb
Alms Collector		w
Alms of the Vein		b
Aloe Alchemist		g
Alora, Cheerful Assassin		ub
Alora, Cheerful Mastermind		wu
Alora, Cheerful Scout		ug
Alora, Cheerful Swashbuckler		ur
Alora, Cheerful Thief		u
Alora, Merry Thief		u
Alora, Rogue Companion		u
Aloy, Savior of Meridian		ug
Alpha Authority		g
Alpha Brawl		r
Alpha Deathclaw		bg
Alpha Guard		g
Alpha Kavu		g
Alpha Myr		
Alpha Status		g
Alpha Tyrranax		g
Alpharael, Dreaming Acolyte		ub
Alpharael, Stonechosen		b
Alphinaud Leveilleur		u
Alpine Grizzly		g
Alpine Guide		r
Alpine Houndmaster		wr
Alpine Meadow	wr	
Alpine Moon	wubrg	r
Alpine Watchdog		w
Alquist Proft, Master Sleuth		wu
Alrund's Epiphany		u
Alrund, God of the Cosmos		u
Alrund, God of the Cosmos // Hakka, Whispering Raven		u
Alseid of Life's Bounty		w
